points,first_name
61.0,Hallvard
61.0,N.N.
61.0,Akari
61.0,Halvor
61.0,Martin
60.0,Henrik
60.0,Sofe
60.0,José
60.0,John
60.0,Kristoﬀer
60.0,Øystein
60.0,Hugo
60.0,Andreas
60.0,Markus
60.0,Oscar
60.0,Knut
60.0,Håkon
60.0,N.N.
60.0,Erlend
60.0,Simon
60.0,Daniel
60.0,Bjørn-Inge
60.0,N.N.
60.0,N.N.
60.0,Sindre
60.0,Håvard
60.0,Simon
60.0,Jeni
60.0,Iacob
60.0,Sigurd
60.0,Froment
60.0,Mille
60.0,N.N.
60.0,Marc
60.0,Pei-Yu
60.0,Åsmund
60.0,Roman
60.0,Aslak
60.0,Thomas
60.0,N.N.
60.0,Kristian
60.0,Johan
60.0,Usman
60.0,Christian
60.0,Josten
59.0,Jørgen
59.0,Tore
59.0,Markus
59.0,Espen
59.0,Hans
59.0,Jacob
59.0,Benedikt
59.0,Guilhenne
59.0,Andreas
59.0,Tor
59.0,Christian
59.0,Stian
59.0,Alicja
59.0,Daniel
59.0,Erlend
59.0,Carl
59.0,Kristian
58.0,Christian
58.0,Johan
58.0,Sigrid
58.0,Eivind
58.0,Emma
58.0,Evy
58.0,Vidar
58.0,Viktor
58.0,Håkon
58.0,Kristian
58.0,Christian
58.0,Erling
58.0,Tuva
58.0,Johanne
58.0,Marte
58.0,Marius
58.0,Agnes
58.0,Per
57.0,Jón
57.0,N.N.
57.0,Viljar
57.0,Hans
57.0,Ådne
57.0,Oskar
57.0,Zhen
57.0,Alex
57.0,Celine
57.0,Rabea
57.0,René
57.0,Martin
57.0,Erling
57.0,Peter
57.0,Marius
57.0,Emil
56.0,Eva
56.0,Magnus
56.0,Jan
56.0,Lise
56.0,Trond
56.0,Benjamin
56.0,Abira
56.0,Henrik
56.0,N.N.
56.0,Maurits
56.0,Mads-Andreas
56.0,Ida
56.0,N.N.
56.0,Trym
56.0,Emil
56.0,Anthony
56.0,Kei
56.0,Vegard
56.0,Vemund
56.0,Isabelle
56.0,Jakub
56.0,Erlend
55.0,Ida
55.0,Ådne
55.0,Haldis
55.0,Ingvild
55.0,Jørgen
55.0,Ole
55.0,Kristian
55.0,Filip
55.0,Andreas
55.0,Sofe
55.0,Nynke
55.0,Simon
55.0,N.N.
55.0,Erik
55.0,Johannes
55.0,June
55.0,Henning
55.0,Axel
55.0,Emilie
55.0,Vegard
55.0,Nane
55.0,Nils
55.0,Sara
55.0,Amanuel
55.0,Magnus
55.0,Lukas
55.0,Kristian
55.0,Akilavan
55.0,Ingrid
55.0,Eirik
55.0,Andreas
55.0,Tale
55.0,Lars
55.0,Luan
55.0,N.N.
55.0,Sakse
55.0,Fan
55.0,Khalil
55.0,Isak
55.0,Eirik
54.0,N.N.
54.0,Haakon
54.0,Felix
54.0,Erik
54.0,Kai
54.0,Johannes
54.0,Max
54.0,Eskil
54.0,N.N.
54.0,Casper
54.0,Kenneth
54.0,Alexandra
54.0,Sophus
54.0,Marius
54.0,Silje
54.0,Halfdan
54.0,Eirik
54.0,Karl
54.0,Trym
54.0,Sondre
54.0,Emil
54.0,Gard
54.0,Andreas
54.0,Mikkel
54.0,Gunnar
54.0,Ole
54.0,Karoline
54.0,Sigurd
54.0,Lasse
54.0,Christian
54.0,Åsmund
54.0,Helga
54.0,Jacob
54.0,Qi
53.0,Linn-Camilla
53.0,Erik
53.0,Sebastian
53.0,Arsenii
53.0,Linus
53.0,Mikkel
53.0,Kristoﬀer
53.0,Olav
53.0,Aslak
53.0,N.N.
53.0,Samuel
53.0,Sjur
53.0,Petar
53.0,Anders
53.0,Einride
53.0,Trym
53.0,Kasper
53.0,Ruben
53.0,Andreas
53.0,Kasper
53.0,Siddheshwari
53.0,Håkon
53.0,Magnus
53.0,Geir
53.0,N.N.
53.0,Silje
53.0,August
52.0,Ingrid
52.0,Heidi
52.0,Emma
52.0,Mikkel
52.0,Ebubekir
52.0,N.N.
52.0,William
52.0,Åshild
52.0,Jonathan
52.0,Stein
52.0,Eirik
52.0,Kristine
52.0,Elias
52.0,Kristoﬀer
52.0,Azuolas
52.0,Thomas
52.0,Theodor
52.0,Petter
52.0,N.N.
52.0,Didrik
52.0,Markus
52.0,Charlotte
52.0,Jonatan
52.0,Aksel
52.0,Hedda
52.0,Daniel
52.0,Øystein
52.0,Peder
52.0,Mailen
52.0,Vegard
52.0,Erik
52.0,Torbjørn
52.0,Tobias
51.0,Camilla
51.0,Andreas
51.0,Martin
51.0,Caroline
51.0,Anders
51.0,Mats
51.0,Julie
51.0,N.N.
51.0,Erik
51.0,Enrique
51.0,Fredrik
51.0,Samund
51.0,Erlend
51.0,Oskar
51.0,Johannes
51.0,Patrik
51.0,Oscar
51.0,Amelia
51.0,Aslak
51.0,Tord
51.0,Daniel
51.0,Sander
51.0,Eva
51.0,Erik
51.0,Martha
51.0,Kåre
51.0,Peter
51.0,Daniel
51.0,Aroran
51.0,Martin
51.0,Dylan
51.0,Ingrid
51.0,Maria
51.0,Tord
51.0,Magne
51.0,Lavran
51.0,Anders
