points,first_name
64,Ole
64,Torstein
64,Bjørnar
64,Håvard
61,Halvor
60,Amund
60,Leonard
60,Odin
60,Olav
60,Sigvart
60,Lavrans
60,Donny
60,Eskil
60,Filip
57,Birk
57,Mikkel
56,Johannes
56,Sander
56,Magnus
56,Magne
56,Brage
56,Marcus
56,Anna
56,Erik
56,Marcel
55,August
55,Johannes
54,Jacob
54,William
54,Arthut
54,Malin
54,Daniel
53,Didrik
53,Emil
53,Marius
53,Anne
53,Thomas
52,Simon
52,Petter
52,Henrik
52,Max
52,Fredrik
51,Marius
51,Jon
50,Elias
50,Peter
50,Andreas
50,Edvard
50,Sondre
50,Pål
49,Nicholas
49,Halfdan
49,Johan
49,Emir
49,Nancy
49,Anders
49,Tobias
49,Erlend
49,Sigurd
49,Jon-Magnus
48,Sigrid
48,Elias
48,Magnus
48,Lea
48,Patrik
48,Henrik
48,Ole
48,Ferdinand
48,Adeline
48,Jonathan
47,Lasse
47,Oskar
47,Eik
47,Benedikt
47,Edward
47,Wictor
46,Dag
46,John
46,Simon
46,Martin
46,Marlene
46,Ulrik
46,Carl
46,Tord
46,Sigrid
46,Tormod
45,Magnus
45,Sindre
44,Tim
44,Vilde
44,Henriette
44,Olaf
44,Sondre
44,Steinar
44,Jakob
44,Jørgen
44,Robert
44,Tobias
44,Simen
44,Mari
44,Emil
